Date,pH,Ammonia,Nitrate,Phosphate,Chlorophyll-a,Temperature,DO,Phytoplankton
Sep-20,8.8,0.014,0.05,0.037,37.1,31.2,9.3,88372
Oct-20,8.7,0.019,0.05,0.044,58.99,31.3,7.3,125574
Nov-20,8,0.005,Nan,0.042,38.49,23,6.5,18217
Dec-20,8.5,0.005,Nan,0.029,79.32,23,8.7,5579
Jan-21,8.2,0.023,Nan,0.071,68.63,26,8,13829
Feb-21,8,0.042,Nan,0.044,90.18,26,8.4,10438
Mar-21,8.4,0.042,Nan,0.051,43.26,28,8.3,79176
Apr-21,Nan,Nan,Nan,Nan,Nan,Nan,Nan,NaN
May-21,8.2,Nan,0.05,0.051,61.51,32,7.7,53713
Jun-21,8.9,Nan,0.05,0.695,341.68,28,8.1,1145724
Jul-21,8.8,0.03,0.05,0.084,63.33,31,7.8,111387
Aug-21,8.7,0.03,0.05,0.05,148.12,29,7.4,26204
Sep-21,8.9,0.03,0.27,0.08,425.51,29,8,487383
Oct-21,7.7,0.01,0.05,0.1,32.67,29,7.6,6136
Nov-21,8.1,0.005,0.05,0.15,45.78,28,7.5,9796
Dec-21,8.3,0.011,0.305,0.18,42.57,28,7.9,9764
Jan-22,Nan,Nan,Nan,Nan,Nan,Nan,Nan,NaN
Feb-22,8.4,0.211,0.431,0.069,126.66,26,7.7,393600
Mar-22,8.2,0.01,0.005,0.1,43.52,26.5,7.6,14008
Apr-22,8.1,0.03,0.01,0.14,40.57,29,7.7,15787
May-22,8.2,0.02,0.02,0.13,36.05,30,7.5,23396
Jun-22,8.8,0.01,0.22,0.2,51.08,30,7.9,26363
Jul-22,9.2,0.5,0.005,0.28,51.86,31,7.6,183472
Aug-22,8.8,0.02,0.1,0.22,105.29,30,8.1,36693
Sep-22,6.8,0.04,0.01,0.15,105.47,30,9.1,101799
Oct-22,8.1,0.005,0.11,0.09,93.3,29,7.4,33915
Nov-22,7.7,0.005,0.64,0.11,55.69,30,7.8,2217
Dec-22,7.1,0.005,0.45,0.14,21.63,31,7.1,2946
Jan-23,7.8,0.016,0.576,0.149,18.94,26,8.1,2316
Feb-23,7.9,0.03,0.69,0.21,37.79,28,7.8,3810
Mar-23,8,0.005,0.69,0.26,47.43,26,7.6,3156
Apr-23,8.2,0.005,1,0.24,80.36,29,7.6,3099
May-23,8.6,0.005,0.27,0.25,98.86,32,9.1,16322
Jun-23,8.2,0.05,0.05,0.2,28.06,31,7.1,1697
Jul-23,8.5,0.03,0,0.18,5.3,33,6.9,11972
Aug-23,8.3,0,0.11,0.15,37.7,29,7.6,9032
Sep-23,8.4,0,0.1,0.12,26.15,31,7.5,11143
Oct-23,8.2,0.03,0.2,0.4,45,30,7,29205
Nov-23,8.3,0.04,0,0.35,33.45,30,8,75490
Dec-23,8.3,Nan,0,0.09,39.27,29,8,44581
Jan-24,8.2,Nan,0,0.081,Nan,Nan,8,NaN
Feb-24,8.6,0.05,0,0.8,Nan,Nan,8,NaN
Mar-24,8.7,0.05,0,0.07,Nan,Nan,8,NaN
Apr-24,8.4,0.05,0,0.066,Nan,Nan,8,NaN
May-24,8.6,0.03,0,0.071,Nan,Nan,7.7,NaN
Jun-24,8.4,0.04,0.1,0.075,Nan,Nan,7,NaN
Jul-24,9,0.01,0,0.14,Nan,Nan,7,NaN
Aug-24,8.8,0.03,0,0.43,Nan,Nan,8,NaN
Sep-24,8.8,0,0,0.039,Nan,Nan,9,NaN
Oct-24,8.3,0.07,0.2,0.011,Nan,Nan,8,NaN
Nov-24,7.6,0.04,0.5,0.05,Nan,Nan,7,NaN
Dec-24,8.2,0.09,0.4,0.052,Nan,Nan,8,NaN
