Date,pH,Ammonia,Nitrate,Phosphate,Chlorophyll-a,Temperature,DO,Phytoplankton
Mar-19,8.1,0.14,0.05,0.11,26.93,29,7.3,1395
Apr-19,8.4,0.042,0.05,0.124,52.73,28,7.3,680
May-19,8.7,0.655,0.205,0.288,155.94,28,8.8,6989
Jun-19,9.3,0.049,0.05,0.354,99.38,34,7.8,88910
Jul-19,7.9,1.54,0.254,0.307,209.71,28.3,7.5,52097
Aug-19,8.3,0.065,0.05,0.158,24.15,26,7.1,3465
Sep-19,8.8,0.029,0.05,0.093,28.06,33,7.6,6833
Oct-19,8.7,0.125,0.05,0.126,4.86,31.5,7.6,1876
Nov-19,9.5,0.111,0.05,0.102,14.94,34,12.8,12077
Dec-19,8,0.01,0.504,0.098,2.52,27,7.3,813
Jan-20,8.2,0.081,0.207,0.067,66.63,29,7.5,2982
Feb-20,8.3,0.027,0.418,0.088,86.79,25.9,8.1,20037
Mar-20,8.8,0.078,0.05,0.065,116.15,29,7.5,41580
Apr-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
May-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jun-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jul-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Aug-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sep-20,9.1,0.034,0.05,0.039,34.49,31.8,11.8,51418
Oct-20,8.4,0.019,0.05,0.093,63.16,33,7.6,49684
Nov-20,8.4,0.005,NaN,0.044,67.07,25,7.8,64938
Dec-20,8.2,0.005,NaN,0.077,35.79,25,7.7,3543
Jan-21,8.1,0.028,NaN,0.113,62.72,25,7.4,6755
Feb-21,7.7,0.034,NaN,0.094,77.41,29,7.2,16678
Mar-21,8.7,0.005,NaN,0.077,54.38,24,7.9,75117
Apr-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
May-21,8.4,NaN,0.05,0.081,79.84,31,10.2,60833
Jun-21,9.7,NaN,0.05,0.1,125.1,35,11.9,492902
Jul-21,9.1,0.064,0.05,0.137,142.82,30,8.1,125205
Aug-21,8.4,0.03,0.29,0.12,120.32,28,7.8,10056
Sep-21,9,0.02,0.21,0.12,948.5,31,9.3,952237
Oct-21,8.3,0.02,0.05,0.17,86.61,31,7.6,11733
Nov-21,8.2,0.005,0.05,0.16,192.34,30,6.9,112052
Dec-21,8.1,0.039,0.66,0.24,85.92,28,7,3853
Jan-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Feb-22,8.5,0.289,0.351,0.173,194.6,30,8,446145
Mar-22,8.3,0.02,0.005,0.17,107.81,28.5,7.6,32976
Apr-22,8.7,0.01,0.04,0.21,212.5,29,8.1,58276
May-22,8.3,0.01,0.01,0.16,88.27,30,7.2,14385
Jun-22,9,0.03,0.01,0.4,88.27,35,9,103372
Jul-22,9.3,0.08,0.005,0.42,152.73,31,8,94197
Aug-22,8.5,0.016,0.05,0.26,206.03,29,8.3,136895
Sep-22,8.6,0.03,0.12,0.18,61.68,30,10.1,11051
Oct-22,7.7,0.005,0.47,0.15,48.91,29,6.4,15210
Nov-22,8,0.01,0.39,0.1,63.51,30,8.1,5107
Dec-22,7.3,0.05,0.57,0.16,33.88,29,7.2,1271
Jan-23,7.8,0.022,0.774,0.176,33.62,25,7.9,1668
Feb-23,7.9,0.03,0.69,0.21,49.95,27,7.5,2804
Mar-23,8.3,0.005,0.66,0.25,95.74,26,8.8,8294
Apr-23,8.6,0.005,0.35,0.26,294.16,29,8.1,2856
May-23,8.7,0.03,0.16,0.29,157.68,31,8.2,51545
Jun-23,8.8,0.005,0.05,0.21,75.06,31,9.1,3356
Jul-23,8.6,0,0,0.21,42.92,32,6.7,4469
Aug-23,8.3,0.02,0.46,0.14,93.74,30,7.6,7439
Sep-23,8.5,0,0.1,0.13,46.48,28,7.2,8558
Oct-23,8.6,0.03,0.1,0.4,37.18,30,7,27609
Nov-23,8.4,0.05,0,0.38,14.68,31,7,5094
Dec-23,8.4,NaN,0,0.09,26.24,28,8,21906
Jan-24,8.4,NaN,0,0.085,NaN,NaN,8,NaN
Feb-24,8.5,0.09,0,0.08,NaN,NaN,8,NaN
Mar-24,8.3,0.07,0,0.05,NaN,NaN,8,NaN
Apr-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
May-24,9.3,0.07,0,0.15,NaN,NaN,12.5,NaN
Jun-24,9.1,0.08,0,0.14,NaN,NaN,7,NaN
Jul-24,8.9,0.05,0,0.06,NaN,NaN,8,NaN
Aug-24,7.8,0.05,1,0.61,NaN,NaN,6,NaN
Sep-24,7.8,0.1,0.7,0.057,NaN,NaN,7,NaN
Oct-24,7.9,0.2,0.2,0.017,NaN,NaN,6,NaN
Nov-24,7.3,0.05,0.2,0.018,NaN,NaN,8,NaN
Dec-24,7.6,0.1,0.6,0.079,NaN,NaN,6,NaN
